projection_scope,projection_scope_label,tournament_name,display_date,selected_stats,projection_model,projection_model_label,weather_enabled,weather_am_wave_adjustment_per_round,weather_pm_wave_adjustment_per_round,weather_wind_volatility_multiplier,player_name,normalized_player_name,score_display,score_number,round_display,round_number,thru,started_on_back_nine,player_state,current_hole,remaining_current_scope,remaining_current_round,remaining_future_rounds,rounds_remaining_after_current,remaining_holes,remaining_par3_count,remaining_par4_count,remaining_par5_count,win_tie_pct_display,win_probability,win_solo_probability,tie_for_lead_probability,win_tie_probability,fair_value_yes_cents,group_size,group_win_probability,group_win_tie_probability,group_fair_value_cents,group_place_1_probability,group_place_2_probability,group_place_3_probability,group_place_4_probability,top_20_dead_heat_probability,top_20_raw_probability,top_10_dead_heat_probability,top_10_raw_probability,top_5_dead_heat_probability,top_5_raw_probability,expected_final_score_display,expected_final_score_number,baseline_remaining,total_par_adjustment,total_sg_adjustment,total_adjustment,playoff_sg_rating,weather_player_wave,weather_adjustment,score_input_total,score_input_total_source,score_input_round,score_input_round_source,score_input_completed_holes,score_input_completed_holes_source,par3_scoring_avg_value,par3_scoring_avg_source,par3_scoring_avg_field_mean,par4_scoring_avg_value,par4_scoring_avg_source,par4_scoring_avg_field_mean,par5_scoring_avg_value,par5_scoring_avg_source,par5_scoring_avg_field_mean,sg_total_value,sg_total_source,sg_total_field_mean,sg_t2g_value,sg_t2g_source,sg_t2g_field_mean,sg_ott_value,sg_ott_source,sg_ott_field_mean,sg_app_value,sg_app_source,sg_app_field_mean,sg_arg_value,sg_arg_source,sg_arg_field_mean,sg_putt_value,sg_putt_source,sg_putt_field_mean
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Andrew Putnam,andrew putnam,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.1%,0.000801,0.000625,0.000625,0.00125,0.08,,,,,,,,,0.145479,0.162,0.043704,0.049875,0.012985,0.0155,-21381.93,-21381.93,0,,,-21381.926,1484.880386,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.03,stat_feed,3.0684,4,stat_feed,4.0243,4.57,stat_feed,4.5947,0.9449,stat_feed,-0.3469,0.6834,stat_feed,-1781.4574,-0.3512,stat_feed,-1781.2519,0.5618,stat_feed,-1781.3827,0.4728,stat_feed,-1781.2196,0.0823,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Corey Conners,corey conners,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000396,0.000375,0.000125,0.0005,0.04,,,,,,,,,0.141531,0.1565,0.037904,0.043625,0.009694,0.011375,-21381.92,-21381.92,0,,,-21381.9181,1484.804152,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.13,stat_feed,3.0684,4,stat_feed,4.0243,4.66,stat_feed,4.5947,0.597,stat_feed,-0.3469,0.7427,stat_feed,-1781.4574,0.1516,stat_feed,-1781.2519,0.6677,stat_feed,-1781.3827,-0.0767,stat_feed,-1781.2196,-0.1457,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Taylor Pendrith,taylor pendrith,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000147,0.000125,0.000125,0.00025,0.01,,,,,,,,,0.120075,0.13525,0.028753,0.034,0.007492,0.00875,-21381.23,-21381.23,0,,,-21381.2276,1484.623431,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.11,stat_feed,3.0684,3.99,stat_feed,4.0243,4.68,stat_feed,4.5947,0.0801,stat_feed,-0.3469,0.6232,stat_feed,-1781.4574,0.5422,stat_feed,-1781.2519,0.0941,stat_feed,-1781.3827,-0.0132,stat_feed,-1781.2196,-0.474,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Matt Wallace,matt wallace,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.0%,0.000589,0.0005,0.000375,0.000875,0.06,,,,,,,,,0.115749,0.129375,0.030523,0.034875,0.010088,0.011625,-21380.83,-21380.83,0,,,-21380.8275,1484.733196,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.11,stat_feed,3.0684,3.98,stat_feed,4.0243,4.6,stat_feed,4.5947,0.3792,stat_feed,-0.3469,0.5086,stat_feed,-1781.4574,0.0768,stat_feed,-1781.2519,0.224,stat_feed,-1781.3827,0.2078,stat_feed,-1781.2196,0.1145,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Matt McCarty,matt mccarty,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000461,0.000375,0.000375,0.00075,0.05,,,,,,,,,0.107766,0.12225,0.029103,0.0335,0.007142,0.00875,-21380.76,-21380.76,0,,,-21380.7636,1484.771122,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.09,stat_feed,3.0684,4,stat_feed,4.0243,4.54,stat_feed,4.5947,0.7855,stat_feed,-0.3469,0.3322,stat_feed,-1781.4574,0.1859,stat_feed,-1781.2519,0.2354,stat_feed,-1781.3827,-0.0891,stat_feed,-1781.2196,0.2887,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Ben Griffin,ben griffin,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.0%,0.000796,0.00075,0.000125,0.000875,0.08,,,,,,,,,0.107897,0.121625,0.02673,0.0315,0.007442,0.008875,-21380.62,-21380.62,0,,,-21380.6228,1484.868414,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.03,stat_feed,3.0684,4,stat_feed,4.0243,4.51,stat_feed,4.5947,0.922,stat_feed,-0.3469,0.5106,stat_feed,-1781.4574,-0.0409,stat_feed,-1781.2519,-0.0815,stat_feed,-1781.3827,0.633,stat_feed,-1781.2196,0.379,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Ricky Castillo,ricky castillo,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.1% / 0.0%,0.000515,0.0005,0.000125,0.000625,0.05,,,,,,,,,0.107544,0.120625,0.030261,0.035125,0.008308,0.01,-21380.42,-21380.42,0,,,-21380.4183,1484.711628,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.11,stat_feed,3.0684,3.98,stat_feed,4.0243,4.52,stat_feed,4.5947,0.6695,stat_feed,-0.3469,0.316,stat_feed,-1781.4574,0.2861,stat_feed,-1781.2519,-0.135,stat_feed,-1781.3827,0.1649,stat_feed,-1781.2196,0.0801,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Patrick Rodgers,patrick rodgers,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.081449,0.09275,0.018204,0.021125,0.002923,0.00375,-21379.25,-21379.25,0,,,-21379.2451,1484.739868,,0,0,stat_feed,0,stat_feed,0,stat_feed,2.98,stat_feed,3.0684,4.04,stat_feed,4.0243,4.59,stat_feed,4.5947,0.6025,stat_feed,-0.3469,0.3178,stat_feed,-1781.4574,0.0255,stat_feed,-1781.2519,0.1806,stat_feed,-1781.3827,0.1117,stat_feed,-1781.2196,0.3129,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,J.T. Poston,jt poston,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000125,0.000125,0,0.000125,0.01,,,,,,,,,0.07664,0.088375,0.015896,0.019125,0.00316,0.003875,-21379.25,-21379.25,0,,,-21379.2491,1484.606098,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.01,stat_feed,3.0684,4.05,stat_feed,4.0243,4.57,stat_feed,4.5947,0.2988,stat_feed,-0.3469,0.2723,stat_feed,-1781.4574,0.243,stat_feed,-1781.2519,0.1795,stat_feed,-1781.3827,-0.1502,stat_feed,-1781.2196,-0.0951,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Harry Hall,harry hall,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000158,0.000125,0.000125,0.00025,0.02,,,,,,,,,0.070176,0.079,0.016497,0.019625,0.003667,0.004625,-21379.01,-21379.01,0,,,-21379.008,1484.818806,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.03,stat_feed,3.0684,4.03,stat_feed,4.0243,4.49,stat_feed,4.5947,0.8634,stat_feed,-0.3469,0.3496,stat_feed,-1781.4574,-0.1942,stat_feed,-1781.2519,0.0991,stat_feed,-1781.3827,0.4447,stat_feed,-1781.2196,0.4619,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Max Homa,max homa,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.06437,0.0735,0.015685,0.017625,0.003358,0.004375,-21378.78,-21378.78,0,,,-21378.7781,1484.711046,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.11,stat_feed,3.0684,4.03,stat_feed,4.0243,4.53,stat_feed,4.5947,0.5117,stat_feed,-0.3469,0.2853,stat_feed,-1781.4574,0.1993,stat_feed,-1781.2519,0.1524,stat_feed,-1781.3827,-0.0664,stat_feed,-1781.2196,0.2957,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Andrew Novak,andrew novak,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000152,0.000125,0.000125,0.00025,0.02,,,,,,,,,0.064123,0.07325,0.014969,0.018125,0.003938,0.00425,-21378.67,-21378.67,0,,,-21378.6659,1484.645537,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.01,stat_feed,3.0684,4.06,stat_feed,4.0243,4.63,stat_feed,4.5947,0.2721,stat_feed,-0.3469,0.5107,stat_feed,-1781.4574,0.0986,stat_feed,-1781.2519,0.2297,stat_feed,-1781.3827,0.1824,stat_feed,-1781.2196,-0.3085,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Keegan Bradley,keegan bradley,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000396,0.000375,0.000125,0.0005,0.04,,,,,,,,,0.060341,0.069125,0.01341,0.015625,0.00294,0.003625,-21378.37,-21378.37,0,,,-21378.3728,1484.797424,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.06,stat_feed,3.0684,4.06,stat_feed,4.0243,4.57,stat_feed,4.5947,0.6496,stat_feed,-0.3469,0.5791,stat_feed,-1781.4574,0.3705,stat_feed,-1781.2519,-0.1638,stat_feed,-1781.3827,0.3723,stat_feed,-1781.2196,0.0887,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,David Lipsky,david lipsky,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000028,0,0.000125,0.000125,0,,,,,,,,,0.043617,0.05075,0.010277,0.01225,0.002125,0.002875,-21377.19,-21377.19,0,,,-21377.1881,1484.572986,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.04,stat_feed,3.0684,4.01,stat_feed,4.0243,4.62,stat_feed,4.5947,0.2108,stat_feed,-0.3469,0.1201,stat_feed,-1781.4574,-0.1602,stat_feed,-1781.2519,0.0496,stat_feed,-1781.3827,0.2307,stat_feed,-1781.2196,0.0987,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Brian Harman,brian harman,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000047,0,0.00025,0.00025,0,,,,,,,,,0.04491,0.051,0.008596,0.01075,0.002073,0.00225,-21377.11,-21377.11,0,,,-21377.1149,1484.629671,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.05,stat_feed,3.0684,4.03,stat_feed,4.0243,4.68,stat_feed,4.5947,0.2636,stat_feed,-0.3469,0.3616,stat_feed,-1781.4574,-0.1632,stat_feed,-1781.2519,0.2329,stat_feed,-1781.3827,0.292,stat_feed,-1781.2196,-0.097,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Aldrich Potgieter,aldrich potgieter,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000125,0.000125,0,0.000125,0.01,,,,,,,,,0.042919,0.05,0.008444,0.009875,0.001696,0.002,-21376.82,-21376.82,0,,,-21376.8167,1484.461543,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.16,stat_feed,3.0684,4.07,stat_feed,4.0243,4.53,stat_feed,4.5947,-0.1911,stat_feed,-0.3469,0.2266,stat_feed,-1781.4574,0.5976,stat_feed,-1781.2519,-0.0375,stat_feed,-1781.3827,-0.3335,stat_feed,-1781.2196,-0.3811,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Kristoffer Reitan,kristoffer reitan,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000125,0.000125,0,0.000125,0.01,,,,,,,,,0.034017,0.04025,0.006067,0.006875,0.001156,0.0015,-21376.27,-21376.27,0,,,-21376.2727,1484.724165,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.13,stat_feed,3.0684,4.06,stat_feed,4.0243,4.59,stat_feed,4.5947,0.5751,stat_feed,-0.3469,0.3426,stat_feed,-1781.4574,0.6372,stat_feed,-1781.2519,-0.3791,stat_feed,-1781.3827,0.0844,stat_feed,-1781.2196,0.1966,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Denny McCarthy,denny mccarthy,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.028579,0.032875,0.00439,0.005125,0.0005,0.00075,-21375.75,-21375.75,0,,,-21375.7487,1484.566782,,0,0,stat_feed,0,stat_feed,0,stat_feed,2.99,stat_feed,3.0684,4.04,stat_feed,4.0243,4.61,stat_feed,4.5947,0.2827,stat_feed,-0.3469,-0.0976,stat_feed,-1781.4574,-0.2418,stat_feed,-1781.2519,0.0891,stat_feed,-1781.3827,0.0551,stat_feed,-1781.2196,0.4249,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Justin Thomas,justin thomas,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0.000012,0,0.000125,0.000125,0,,,,,,,,,0.025654,0.029875,0.003519,0.0045,0.000625,0.000625,-21375,-21375,0,,,-21375.0015,1484.669365,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.05,stat_feed,3.0684,4.14,stat_feed,4.0243,4.61,stat_feed,4.5947,0.2312,stat_feed,-0.3469,0.6657,stat_feed,-1781.4574,0.1345,stat_feed,-1781.2519,0.1027,stat_feed,-1781.3827,0.4284,stat_feed,-1781.2196,-0.4345,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Michael Kim,michael kim,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.018409,0.0215,0.002362,0.003,0.000281,0.000375,-21374.59,-21374.59,0,,,-21374.5879,1484.606745,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.08,stat_feed,3.0684,4.02,stat_feed,4.0243,4.6,stat_feed,4.5947,0.434,stat_feed,-0.3469,-0.1254,stat_feed,-1781.4574,-0.3732,stat_feed,-1781.2519,0.0681,stat_feed,-1781.3827,0.1797,stat_feed,-1781.2196,0.5691,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Tom Hoge,tom hoge,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.018671,0.022125,0.002544,0.003125,0.000281,0.000375,-21374.54,-21374.54,0,,,-21374.5439,1484.37356,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.13,stat_feed,3.0684,4.02,stat_feed,4.0243,4.62,stat_feed,4.5947,-0.1047,stat_feed,-0.3469,-0.2271,stat_feed,-1781.4574,-0.3297,stat_feed,-1781.2519,0.3753,stat_feed,-1781.3827,-0.2728,stat_feed,-1781.2196,-0.0879,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Mackenzie Hughes,mackenzie hughes,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.01625,0.0195,0.002088,0.002375,0.00025,0.00025,-21373.92,-21373.92,0,,,-21373.918,1484.504777,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.06,stat_feed,3.0684,4.03,stat_feed,4.0243,4.6,stat_feed,4.5947,0.0765,stat_feed,-0.3469,-0.1677,stat_feed,-1781.4574,-0.1431,stat_feed,-1781.2519,-0.2571,stat_feed,-1781.3827,0.2325,stat_feed,-1781.2196,0.3993,stat_feed,-1781.2296
tournament,Tournament,Truist Championship,"May 7 - 10, 2026",course_hole_model|par3_scoring_avg|par4_scoring_avg|par5_scoring_avg|sg_ott|sg_t2g|sg_app,standard,Standard Model,false,0,0,1,Lucas Glover,lucas glover,E,0,E,0,0,false,NOT_STARTED,1,72,18,54,3,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18,16,44,12,0.0% / 0.0%,0,0,0,0,0,,,,,,,,,0.012563,0.015375,0.002643,0.003,0.000258,0.000375,-21373.67,-21373.67,0,,,-21373.6715,1484.384426,,0,0,stat_feed,0,stat_feed,0,stat_feed,3.16,stat_feed,3.0684,4.07,stat_feed,4.0243,4.63,stat_feed,4.5947,-0.3335,stat_feed,-0.3469,0.0853,stat_feed,-1781.4574,-0.0541,stat_feed,-1781.2519,0.2693,stat_feed,-1781.3827,-0.1299,stat_feed,-1781.2196,-0.4187,stat_feed,-1781.2296
